Gene,Species,Chromosome,Type,Type_Start,Type_End
CHRNA6,Homo sapiens,8,PGR,42767925,42767934
CHRNA6,Homo sapiens,8,MZF1,42767933,42767941
CHRNA6,Homo sapiens,8,GRHL1,42767944,42767954
CHRNA6,Homo sapiens,8,OTX2,42767948,42767955
CHRNA6,Homo sapiens,8,OTX1,42767949,42767955
CHRNA6,Homo sapiens,8,PRRX1,42767949,42767955
CHRNA6,Homo sapiens,8,PGR,42767958,42767967
CHRNA6,Homo sapiens,8,PRRX1,42767973,42767979
CHRNA6,Homo sapiens,8,OTX1,42767985,42767991
CHRNA6,Homo sapiens,8,PRRX1,42767985,42767991
CHRNA6,Homo sapiens,8,DPRX,42767990,42767999
CHRNA6,Homo sapiens,8,PROP1,42768001,42768012
CHRNA6,Homo sapiens,8,PRRX1,42768002,42768008
CHRNA6,Homo sapiens,8,PRRX2,42768005,42768012
CHRNA6,Homo sapiens,8,OTX1,42768006,42768012
CHRNA6,Homo sapiens,8,PRRX1,42768006,42768012
CHRNA6,Homo sapiens,8,Lef1,42768014,42768022
CHRNA6,Homo sapiens,8,OTX1,42768025,42768031
CHRNA6,Homo sapiens,8,PRRX1,42768035,42768041
CHRNA6,Homo sapiens,8,PRRX1,42768042,42768048
CHRNA6,Homo sapiens,8,PRRX1,42768045,42768051
CHRNA6,Homo sapiens,8,PRRX1,42768046,42768052
CHRNA6,Homo sapiens,8,DPRX,42768046,42768055
CHRNA6,Homo sapiens,8,OTX1,42768049,42768055
CHRNA6,Homo sapiens,8,PRDM1,42768092,42768099
CHRNA6,Homo sapiens,8,PRRX2,42768099,42768106
CHRNA6,Homo sapiens,8,PRRX1,42768100,42768106
CHRNA6,Homo sapiens,8,PROP1,42768100,42768111
CHRNA6,Homo sapiens,8,PROP1,42768106,42768117
CHRNA6,Homo sapiens,8,PRRX2,42768110,42768117
CHRNA6,Homo sapiens,8,OTX1,42768111,42768117
CHRNA6,Homo sapiens,8,PRRX1,42768111,42768117
CHRNA6,Homo sapiens,8,PRRX2,42768111,42768118
CHRNA6,Homo sapiens,8,PROP1,42768111,42768122
CHRNA6,Homo sapiens,8,PGR,42768122,42768131
CHRNA6,Homo sapiens,8,Prdm4,42768127,42768138
CHRNA6,Homo sapiens,8,PRDM9,42768138,42768158
CHRNA6,Homo sapiens,8,PRDM9,42768142,42768162
CHRNA6,Homo sapiens,8,PRDM9,42768143,42768163
CHRNA6,Homo sapiens,8,MZF1,42768144,42768152
CHRNA6,Homo sapiens,8,OTX1,42768163,42768169
CHRNA6,Homo sapiens,8,OTX2,42768176,42768183
CHRNA6,Homo sapiens,8,OTX1,42768177,42768183
CHRNA6,Homo sapiens,8,PRRX1,42768191,42768197
CHRNA6,Homo sapiens,8,Prdm14,42768194,42768202
CHRNA6,Homo sapiens,8,PRRX2,42768200,42768207
CHRNA6,Homo sapiens,8,PROP1,42768201,42768212
CHRNA6,Homo sapiens,8,OTX2,42768205,42768212
CHRNA6,Homo sapiens,8,PROP1,42768205,42768216
CHRNA6,Homo sapiens,8,OTX1,42768206,42768212
CHRNA6,Homo sapiens,8,PRRX1,42768206,42768212
CHRNA6,Homo sapiens,8,DPRX,42768206,42768215
CHRNA6,Homo sapiens,8,PRRX2,42768209,42768216
CHRNA6,Homo sapiens,8,PRRX1,42768210,42768216
CHRNA6,Homo sapiens,8,PRRX2,42768210,42768217
CHRNA6,Homo sapiens,8,Prdm4,42768248,42768259
CHRNA6,Homo sapiens,8,Prdm14,42768250,42768258
CHRNA6,Homo sapiens,8,Lef1,42768255,42768263
CHRNA6,Homo sapiens,8,PRRX1,42768259,42768265
CHRNA6,Homo sapiens,8,OTX1,42768263,42768269
CHRNA6,Homo sapiens,8,OTX2,42768318,42768325
CHRNA6,Homo sapiens,8,OTX1,42768319,42768325
CHRNA6,Homo sapiens,8,OTX1,42768327,42768333
CHRNA6,Homo sapiens,8,PRDM1,42768328,42768335
CHRNA6,Homo sapiens,8,PRRX1,42768338,42768344
CHRNA6,Homo sapiens,8,Lef1,42768350,42768358
CHRNA6,Homo sapiens,8,PRDM1,42768356,42768363
CHRNA6,Homo sapiens,8,OTX1,42768403,42768409
CHRNA6,Homo sapiens,8,OTX2,42768403,42768410
CHRNA6,Homo sapiens,8,MZF1,42768404,42768412
CHRNA6,Homo sapiens,8,OTX2,42768444,42768451
CHRNA6,Homo sapiens,8,OTX1,42768445,42768451
CHRNA6,Homo sapiens,8,PRDM1,42768451,42768458
CHRNA6,Homo sapiens,8,OTX2,42768466,42768473
CHRNA6,Homo sapiens,8,OTX1,42768467,42768473
CHRNA6,Homo sapiens,8,Lef1,42768478,42768486
CHRNA6,Homo sapiens,8,OTX1,42768537,42768543
CHRNA6,Homo sapiens,8,EGR1,42768541,42768551
CHRNA6,Homo sapiens,8,PRRX1,42768559,42768565
CHRNA6,Homo sapiens,8,Lef1,42768561,42768569
CHRNA6,Homo sapiens,8,MZF1,42768568,42768576
CHRNA6,Homo sapiens,8,PRRX1,42768589,42768595
CHRNA6,Homo sapiens,8,OTX2,42768597,42768604
CHRNA6,Homo sapiens,8,OTX1,42768598,42768604
CHRNA6,Homo sapiens,8,DPRX,42768598,42768607
CHRNA6,Homo sapiens,8,Lef1,42768600,42768608
CHRNA6,Homo sapiens,8,DPRX,42768654,42768663
CHRNA6,Homo sapiens,8,MAFA,42768654,42768667
CHRNA6,Homo sapiens,8,PRDM1,42768699,42768706
CHRNA6,Homo sapiens,8,Prdm15,42768724,42768735
CHRNA6,Homo sapiens,8,OTX2,42768752,42768759
CHRNA6,Homo sapiens,8,OTX1,42768753,42768759
CHRNA6,Homo sapiens,8,DPRX,42768753,42768762
CHRNA6,Homo sapiens,8,PRDM1,42768780,42768787
CHRNA6,Homo sapiens,8,OTX1,42768804,42768810
CHRNA6,Homo sapiens,8,PRRX1,42768804,42768810
CHRNA6,Homo sapiens,8,OTX2,42768804,42768811
CHRNA6,Homo sapiens,8,MZF1,42768811,42768819
CHRNA6,Homo sapiens,8,PRRX2,42768829,42768836
CHRNA6,Homo sapiens,8,GRHL2,42768834,42768842
CHRNA6,Homo sapiens,8,DPRX,42768843,42768852
CHRNA6,Homo sapiens,8,GRHL1,42768859,42768869
CHRNA6,Homo sapiens,8,GRHL2,42768860,42768868
CHRNA6,Homo sapiens,8,Prdm5,42768884,42768895
CHRNA6,Homo sapiens,8,PRRX2,42768889,42768896
CHRNA6,Homo sapiens,8,PRRX1,42768890,42768896
CHRNA6,Homo sapiens,8,DPRX,42768891,42768900
CHRNA6,Homo sapiens,8,OTX1,42768894,42768900
CHRNA6,Homo sapiens,8,PRRX1,42768894,42768900
CHRNA6,Homo sapiens,8,PRRX2,42768894,42768901
CHRNA6,Homo sapiens,8,OTX2,42768894,42768901
CHRNA6,Homo sapiens,8,OTX1,42768901,42768907
CHRNA6,Homo sapiens,8,PRDM1,42768921,42768928
CHRNA6,Homo sapiens,8,OTX1,42768934,42768940
CHRNA6,Homo sapiens,8,OTX2,42768934,42768941
CHRNA6,Homo sapiens,8,MZF1,42768935,42768943
CHRNA6,Homo sapiens,8,PRRX1,42768940,42768946
CHRNA6,Homo sapiens,8,OTX1,42768948,42768954
CHRNA6,Homo sapiens,8,PRRX1,42768952,42768958
CHRNA6,Homo sapiens,8,PRRX2,42768952,42768959
CHRNA6,Homo sapiens,8,PRRX1,42768978,42768984
CHRNA6,Homo sapiens,8,PROP1,42768978,42768989
CHRNA6,Homo sapiens,8,Prdm15,42769008,42769019
CHRNA6,Homo sapiens,8,Prdm4,42769012,42769023
CHRNA6,Homo sapiens,8,PRDM1,42769024,42769031
CHRNA6,Homo sapiens,8,DPRX,42769045,42769054
CHRNA6,Homo sapiens,8,OTX1,42769048,42769054
CHRNA6,Homo sapiens,8,OTX2,42769048,42769055
CHRNA6,Homo sapiens,8,Prdm4,42769057,42769068
CHRNA6,Homo sapiens,8,Prdm14,42769059,42769067
CHRNA6,Homo sapiens,8,PGR,42769064,42769073
CHRNA6,Homo sapiens,8,PRDM1,42769075,42769082
CHRNA6,Homo sapiens,8,Lef1,42769079,42769087
CHRNA6,Homo sapiens,8,PRRX1,42769112,42769118
CHRNA6,Homo sapiens,8,PRRX1,42769115,42769121
CHRNA6,Homo sapiens,8,PROP1,42769115,42769126
CHRNA6,Homo sapiens,8,PRRX1,42769116,42769122
CHRNA6,Homo sapiens,8,PRRX1,42769120,42769126
CHRNA6,Homo sapiens,8,PRRX1,42769129,42769135
CHRNA6,Homo sapiens,8,OTX2,42769145,42769152
CHRNA6,Homo sapiens,8,OTX1,42769146,42769152
CHRNA6,Homo sapiens,8,DPRX,42769146,42769155
CHRNA6,Homo sapiens,8,OTX2,42769152,42769159
CHRNA6,Homo sapiens,8,OTX1,42769153,42769159
CHRNA6,Homo sapiens,8,DPRX,42769154,42769163
CHRNA6,Homo sapiens,8,OTX1,42769157,42769163
CHRNA6,Homo sapiens,8,OTX2,42769157,42769164
CHRNA6,Homo sapiens,8,OTX1,42769192,42769198
CHRNA6,Homo sapiens,8,OTX1,42769196,42769202
CHRNA6,Homo sapiens,8,Prdm14,42769209,42769217
CHRNA6,Homo sapiens,8,PGR,42769227,42769236
CHRNA6,Homo sapiens,8,DPRX,42769237,42769246
CHRNA6,Homo sapiens,8,PRRX2,42769259,42769266
CHRNA6,Homo sapiens,8,OTX1,42769260,42769266
CHRNA6,Homo sapiens,8,PRRX1,42769260,42769266
CHRNA6,Homo sapiens,8,PRRX2,42769260,42769267
CHRNA6,Homo sapiens,8,DPRX,42769260,42769269
CHRNA6,Homo sapiens,8,EGR4,42769264,42769275
CHRNA6,Homo sapiens,8,MZF1,42769277,42769285
CHRNA6,Homo sapiens,8,PRRX2,42769299,42769306
CHRNA6,Homo sapiens,8,OTX1,42769308,42769314
CHRNA6,Homo sapiens,8,PRDM1,42769315,42769322
CHRNA6,Homo sapiens,8,OTX2,42769320,42769327
CHRNA6,Homo sapiens,8,OTX1,42769321,42769327
CHRNA6,Homo sapiens,8,OTX1,42769329,42769335
CHRNA6,Homo sapiens,8,OTX1,42769339,42769345
CHRNA6,Homo sapiens,8,Lef1,42769341,42769349
CHRNA6,Homo sapiens,8,OTX1,42769361,42769367
CHRNA6,Homo sapiens,8,PRDM1,42769394,42769401
CHRNA6,Homo sapiens,8,PGR,42769399,42769408
CHRNA6,Homo sapiens,8,PRDM1,42769404,42769411
CHRNA6,Homo sapiens,8,PRRX1,42769413,42769419
CHRNA6,Homo sapiens,8,PRRX1,42769416,42769422
CHRNA6,Homo sapiens,8,PRRX1,42769417,42769423
CHRNA6,Homo sapiens,8,PRRX1,42769420,42769426
CHRNA6,Homo sapiens,8,PRRX2,42769420,42769427
CHRNA6,Homo sapiens,8,OTX1,42769439,42769445
CHRNA6,Homo sapiens,8,OTX1,42769451,42769457
CHRNA6,Homo sapiens,8,OTX2,42769451,42769458
CHRNA6,Homo sapiens,8,OTX1,42769483,42769489
CHRNA6,Homo sapiens,8,Prdm14,42769502,42769510
CHRNA6,Homo sapiens,8,OTX1,42769515,42769521
CHRNA6,Homo sapiens,8,PGR,42769520,42769529
CHRNA6,Homo sapiens,8,MZF1,42769528,42769536
CHRNA6,Homo sapiens,8,PROP1,42769549,42769560
CHRNA6,Homo sapiens,8,PGR,42769552,42769561
CHRNA6,Homo sapiens,8,PRRX2,42769553,42769560
CHRNA6,Homo sapiens,8,OTX1,42769554,42769560
CHRNA6,Homo sapiens,8,PRRX1,42769554,42769560
CHRNA6,Homo sapiens,8,DPRX,42769554,42769563
CHRNA6,Homo sapiens,8,OTX1,42769557,42769563
CHRNA6,Homo sapiens,8,OTX2,42769557,42769564
CHRNA6,Homo sapiens,8,OTX1,42769584,42769590
CHRNA6,Homo sapiens,8,OTX2,42769584,42769591
CHRNA6,Homo sapiens,8,MAFA,42769603,42769616
CHRNA6,Homo sapiens,8,PRRX1,42769616,42769622
CHRNA6,Homo sapiens,8,Prdm14,42769631,42769639
CHRNA6,Homo sapiens,8,PRDM1,42769633,42769640
CHRNA6,Homo sapiens,8,EGR2,42769676,42769687
CHRNA6,Homo sapiens,8,EGR1,42769677,42769687
CHRNA6,Homo sapiens,8,PGR,42769694,42769703
CHRNA6,Homo sapiens,8,PRDM1,42769699,42769706
CHRNA6,Homo sapiens,8,PRRX1,42769708,42769714
CHRNA6,Homo sapiens,8,PRRX1,42769711,42769717
CHRNA6,Homo sapiens,8,PROP1,42769711,42769722
CHRNA6,Homo sapiens,8,PRRX1,42769712,42769718
CHRNA6,Homo sapiens,8,PRRX1,42769715,42769721
CHRNA6,Homo sapiens,8,PROP1,42769715,42769726
CHRNA6,Homo sapiens,8,PRRX1,42769716,42769722
CHRNA6,Homo sapiens,8,PRRX1,42769719,42769725
CHRNA6,Homo sapiens,8,PROP1,42769719,42769730
CHRNA6,Homo sapiens,8,PRRX1,42769720,42769726
CHRNA6,Homo sapiens,8,PRRX1,42769723,42769729
CHRNA6,Homo sapiens,8,PRRX1,42769724,42769730
CHRNA6,Homo sapiens,8,PRRX1,42769727,42769733
CHRNA6,Homo sapiens,8,OTX1,42769740,42769746
CHRNA6,Homo sapiens,8,GRHL1,42769741,42769751
CHRNA6,Homo sapiens,8,GRHL2,42769742,42769750
CHRNA6,Homo sapiens,8,OTX1,42769756,42769762
CHRNA6,Homo sapiens,8,PRRX1,42769756,42769762
CHRNA6,Homo sapiens,8,PRRX2,42769756,42769763
CHRNA6,Homo sapiens,8,OTX1,42769778,42769784
CHRNA6,Homo sapiens,8,OTX1,42769782,42769788
CHRNA6,Homo sapiens,8,PRRX1,42769782,42769788
CHRNA6,Homo sapiens,8,PROX1,42769820,42769832
CHRNA6,Homo sapiens,8,EGR1,42769837,42769847
CHRNA6,Homo sapiens,8,EGR2,42769837,42769848
CHRNA6,Homo sapiens,8,PRDM1,42769903,42769910
CHRNA6,Homo sapiens,8,MAFA,42769908,42769921
CHRNA6,Homo sapiens,8,OTX2,42769933,42769940
CHRNA6,Homo sapiens,8,OTX1,42769934,42769940
CHRNA6,Homo sapiens,8,EGR1,42769943,42769953
CHRNA6,Homo sapiens,8,PRRX1,42769964,42769970
CHRNA6,Homo sapiens,8,MZF1,42769989,42769997
CHRNA6,Homo sapiens,8,GRHL2,42769998,42770006
CHRNA6,Homo sapiens,8,PRRX2,42770000,42770007
CHRNA6,Homo sapiens,8,PRRX1,42770001,42770007
CHRNA6,Homo sapiens,8,OTX1,42770004,42770010
CHRNA6,Homo sapiens,8,OTX1,42770036,42770042
CHRNA6,Homo sapiens,8,OTX2,42770067,42770074
CHRNA6,Homo sapiens,8,OTX1,42770068,42770074
CHRNA6,Homo sapiens,8,PRRX1,42770068,42770074
CHRNA6,Homo sapiens,8,OTX1,42770080,42770086
CHRNA6,Homo sapiens,8,EGR1,42770087,42770097
CHRNA6,Homo sapiens,8,Prdm4,42770107,42770118
CHRNA6,Homo sapiens,8,Prdm14,42770108,42770116
CHRNA6,Homo sapiens,8,PRRX2,42770113,42770120
CHRNA6,Homo sapiens,8,PRRX1,42770114,42770120
CHRNA6,Homo sapiens,8,PRRX2,42770114,42770121
CHRNA6,Homo sapiens,8,PRRX2,42770117,42770124
CHRNA6,Homo sapiens,8,OTX1,42770118,42770124
CHRNA6,Homo sapiens,8,PRRX1,42770118,42770124
CHRNA6,Homo sapiens,8,PRRX2,42770118,42770125
CHRNA6,Homo sapiens,8,PRDM1,42770170,42770177
CHRNA6,Homo sapiens,8,Prdm14,42770172,42770180
CHRNA6,Homo sapiens,8,Prdm15,42770173,42770184
CHRNA6,Homo sapiens,8,OTX1,42770189,42770195
CHRNA6,Homo sapiens,8,DPRX,42770198,42770207
CHRNA6,Homo sapiens,8,OTX1,42770201,42770207
CHRNA6,Homo sapiens,8,OTX2,42770201,42770208
CHRNA6,Homo sapiens,8,MZF1,42770202,42770210
CHRNA6,Homo sapiens,8,PRDM9,42770217,42770237
CHRNA6,Homo sapiens,8,PGR,42770269,42770278
CHRNA6,Homo sapiens,8,PGR,42770277,42770286
CHRNA6,Homo sapiens,8,PRDM1,42770282,42770289
CHRNA6,Homo sapiens,8,Prdm14,42770283,42770291
CHRNA6,Homo sapiens,8,PRRX2,42770293,42770300
CHRNA6,Homo sapiens,8,OTX1,42770294,42770300
CHRNA6,Homo sapiens,8,PRRX1,42770294,42770300
CHRNA6,Homo sapiens,8,PRRX2,42770306,42770313
CHRNA6,Homo sapiens,8,OTX1,42770307,42770313
CHRNA6,Homo sapiens,8,PRRX1,42770307,42770313
CHRNA6,Homo sapiens,8,PRRX2,42770307,42770314
CHRNA6,Homo sapiens,8,DPRX,42770307,42770316
CHRNA6,Homo sapiens,8,MZF1,42770315,42770323
CHRNA6,Homo sapiens,8,OTX2,42770368,42770375
CHRNA6,Homo sapiens,8,OTX1,42770369,42770375
CHRNA6,Homo sapiens,8,DPRX,42770369,42770378
CHRNA6,Homo sapiens,8,Prdm14,42770397,42770405
CHRNA6,Homo sapiens,8,OTX1,42770409,42770415
CHRNA6,Homo sapiens,8,OTX1,42770423,42770429
CHRNA6,Homo sapiens,8,OTX2,42770423,42770430
CHRNA6,Homo sapiens,8,Prdm14,42770440,42770448
CHRNA6,Homo sapiens,8,PRDM1,42770448,42770455
CHRNA6,Homo sapiens,8,OTX1,42770473,42770479
CHRNA6,Homo sapiens,8,Lef1,42770495,42770503
CHRNA6,Homo sapiens,8,OTX2,42770499,42770506
CHRNA6,Homo sapiens,8,OTX1,42770500,42770506
CHRNA6,Homo sapiens,8,PRDM1,42770521,42770528
CHRNA6,Homo sapiens,8,OTX2,42770534,42770541
CHRNA6,Homo sapiens,8,OTX1,42770535,42770541
CHRNA6,Homo sapiens,8,PRDM1,42770640,42770647
CHRNA6,Homo sapiens,8,PGR,42770736,42770745
CHRNA6,Homo sapiens,8,GRHL2,42770738,42770746
CHRNA6,Homo sapiens,8,PROP1,42770756,42770767
CHRNA6,Homo sapiens,8,OTX2,42770760,42770767
CHRNA6,Homo sapiens,8,OTX1,42770761,42770767
CHRNA6,Homo sapiens,8,PRRX1,42770761,42770767
CHRNA6,Homo sapiens,8,PROP1,42770761,42770772
CHRNA6,Homo sapiens,8,PRRX1,42770766,42770772
CHRNA6,Homo sapiens,8,PROP1,42770766,42770777
CHRNA6,Homo sapiens,8,OTX1,42770774,42770780
CHRNA6,Homo sapiens,8,PRRX1,42770774,42770780
CHRNA6,Homo sapiens,8,OTX2,42770774,42770781
CHRNA6,Homo sapiens,8,PRRX1,42770777,42770783
CHRNA6,Homo sapiens,8,PRDM1,42770786,42770793
CHRNA6,Homo sapiens,8,Prdm14,42770787,42770795
CHRNA6,Homo sapiens,8,PRRX2,42770795,42770802
CHRNA6,Homo sapiens,8,PRRX1,42770796,42770802
CHRNA6,Homo sapiens,8,PRRX2,42770807,42770814
CHRNA6,Homo sapiens,8,PRRX1,42770808,42770814
CHRNA6,Homo sapiens,8,PRRX2,42770808,42770815
CHRNA6,Homo sapiens,8,PRRX1,42770811,42770817
CHRNA6,Homo sapiens,8,PGR,42770845,42770854
CHRNA6,Homo sapiens,8,PGR,42770847,42770856
CHRNA6,Homo sapiens,8,PRRX1,42770851,42770857
CHRNA6,Homo sapiens,8,PROP1,42770851,42770862
CHRNA6,Homo sapiens,8,OTX1,42770875,42770881
CHRNA6,Homo sapiens,8,OTX1,42770890,42770896
CHRNA6,Homo sapiens,8,PRRX1,42770894,42770900
CHRNA6,Homo sapiens,8,OTX1,42770898,42770904
CHRNA6,Homo sapiens,8,PRDM1,42770915,42770922
CHRNA6,Homo sapiens,8,Prdm5,42770916,42770927
CHRNA6,Homo sapiens,8,Lef1,42770924,42770932
CHRNA6,Homo sapiens,8,PRRX1,42770935,42770941
CHRNA6,Homo sapiens,8,OTX1,42770939,42770945
CHRNA6,Homo sapiens,8,OTX1,42770972,42770978
CHRNA6,Homo sapiens,8,PRRX1,42770979,42770985
CHRNA6,Homo sapiens,8,PROP1,42770979,42770990
CHRNA6,Homo sapiens,8,PRRX2,42770983,42770990
CHRNA6,Homo sapiens,8,OTX2,42770983,42770990
CHRNA6,Homo sapiens,8,OTX1,42770984,42770990
CHRNA6,Homo sapiens,8,PRRX1,42770984,42770990
CHRNA6,Homo sapiens,8,DPRX,42770984,42770993
CHRNA6,Homo sapiens,8,OTX1,42770997,42771003
CHRNA6,Homo sapiens,8,OTX2,42770997,42771004
CHRNA6,Homo sapiens,8,GRHL2,42770999,42771007
CHRNA6,Homo sapiens,8,PRRX1,42771022,42771028
CHRNA6,Homo sapiens,8,PRRX1,42771031,42771037
CHRNA6,Homo sapiens,8,PGR,42771043,42771052
CHRNA6,Homo sapiens,8,OTX1,42771062,42771068
CHRNA6,Homo sapiens,8,OTX2,42771062,42771069
CHRNA6,Homo sapiens,8,OTX2,42771093,42771100
CHRNA6,Homo sapiens,8,OTX1,42771094,42771100
CHRNA6,Homo sapiens,8,Prdm14,42771115,42771123
CHRNA6,Homo sapiens,8,PRDM9,42771115,42771135
CHRNA6,Homo sapiens,8,PGR,42771133,42771142
CHRNA6,Homo sapiens,8,OTX1,42771152,42771158
CHRNA6,Homo sapiens,8,PRRX1,42771152,42771158
CHRNA6,Homo sapiens,8,PRRX2,42771166,42771173
CHRNA6,Homo sapiens,8,OTX1,42771167,42771173
CHRNA6,Homo sapiens,8,PRRX1,42771167,42771173
CHRNA6,Homo sapiens,8,PRRX2,42771167,42771174
CHRNA6,Homo sapiens,8,DPRX,42771167,42771176
CHRNA6,Homo sapiens,8,OTX1,42771170,42771176
CHRNA6,Homo sapiens,8,OTX1,42771197,42771203
CHRNA6,Homo sapiens,8,OTX2,42771197,42771204
CHRNA6,Homo sapiens,8,OTX1,42771216,42771222
CHRNA6,Homo sapiens,8,Prdm4,42771234,42771245
CHRNA6,Homo sapiens,8,PRDM1,42771297,42771304
CHRNA6,Homo sapiens,8,PGR,42771298,42771307
CHRNA6,Homo sapiens,8,PROX1,42771307,42771319
CHRNA6,Homo sapiens,8,PRDM1,42771335,42771342
CHRNA6,Homo sapiens,8,PRRX1,42771339,42771345
CHRNA6,Homo sapiens,8,PRDM1,42771347,42771354
CHRNA6,Homo sapiens,8,Prdm15,42771365,42771376
CHRNA6,Homo sapiens,8,PRDM9,42771370,42771390
CHRNA6,Homo sapiens,8,PRDM1,42771380,42771387
CHRNA6,Homo sapiens,8,PRRX1,42771384,42771390
CHRNA6,Homo sapiens,8,PRRX1,42771387,42771393
CHRNA6,Homo sapiens,8,OTX1,42771423,42771429
CHRNA6,Homo sapiens,8,Prdm14,42771428,42771436
CHRNA6,Homo sapiens,8,PGR,42771433,42771442
CHRNA6,Homo sapiens,8,Prdm4,42771456,42771467
CHRNA6,Homo sapiens,8,OTX1,42771478,42771484
CHRNA6,Homo sapiens,8,OTX2,42771478,42771485
CHRNA6,Homo sapiens,8,Prdm15,42771481,42771492
CHRNA6,Homo sapiens,8,PRRX2,42771485,42771492
CHRNA6,Homo sapiens,8,OTX2,42771485,42771492
CHRNA6,Homo sapiens,8,OTX1,42771486,42771492
CHRNA6,Homo sapiens,8,PRRX1,42771486,42771492
CHRNA6,Homo sapiens,8,PRRX2,42771486,42771493
CHRNA6,Homo sapiens,8,DPRX,42771486,42771495
CHRNA6,Homo sapiens,8,Prdm4,42771510,42771521
CHRNA6,Homo sapiens,8,OTX1,42771523,42771529
CHRNA6,Homo sapiens,8,Prdm15,42771540,42771551
CHRNA6,Homo sapiens,8,OTX2,42771544,42771551
CHRNA6,Homo sapiens,8,OTX1,42771545,42771551
CHRNA6,Homo sapiens,8,PRDM9,42771555,42771575
CHRNA6,Homo sapiens,8,OTX2,42771562,42771569
CHRNA6,Homo sapiens,8,PRDM9,42771562,42771582
CHRNA6,Homo sapiens,8,OTX1,42771563,42771569
CHRNA6,Homo sapiens,8,OTX1,42771608,42771614
CHRNA6,Homo sapiens,8,PRRX2,42771610,42771617
CHRNA6,Homo sapiens,8,PRRX1,42771611,42771617
CHRNA6,Homo sapiens,8,PRRX2,42771611,42771618
CHRNA6,Homo sapiens,8,OTX1,42771615,42771621
CHRNA6,Homo sapiens,8,OTX2,42771615,42771622
CHRNA6,Homo sapiens,8,Lef1,42771628,42771636
CHRNA6,Homo sapiens,8,OTX1,42771645,42771651
CHRNA6,Homo sapiens,8,PRRX1,42771648,42771654
CHRNA6,Homo sapiens,8,PGR,42771657,42771666
CHRNA6,Homo sapiens,8,PRRX2,42771671,42771678
CHRNA6,Homo sapiens,8,OTX1,42771672,42771678
CHRNA6,Homo sapiens,8,PRRX1,42771672,42771678
CHRNA6,Homo sapiens,8,PRRX2,42771672,42771679
CHRNA6,Homo sapiens,8,OTX2,42771672,42771679
CHRNA6,Homo sapiens,8,PRDM1,42771696,42771703
CHRNA6,Homo sapiens,8,PRRX1,42771699,42771705
CHRNA6,Homo sapiens,8,PRDM1,42771725,42771732
CHRNA6,Homo sapiens,8,Prdm4,42771746,42771757
CHRNA6,Homo sapiens,8,Prdm15,42771750,42771761
CHRNA6,Homo sapiens,8,OTX1,42771777,42771783
CHRNA6,Homo sapiens,8,Prdm14,42771783,42771791
CHRNA6,Homo sapiens,8,Lef1,42771785,42771793
CHRNA6,Homo sapiens,8,PRRX2,42771788,42771795
CHRNA6,Homo sapiens,8,OTX1,42771789,42771795
CHRNA6,Homo sapiens,8,PRRX1,42771789,42771795
CHRNA6,Homo sapiens,8,OTX2,42771789,42771796
CHRNA6,Homo sapiens,8,Lef1,42771791,42771799
CHRNA6,Homo sapiens,8,PRDM9,42771805,42771825
CHRNA6,Homo sapiens,8,EGR4,42771812,42771823
CHRNA6,Homo sapiens,8,EGR1,42771813,42771823
CHRNA6,Homo sapiens,8,OTX1,42771821,42771827
CHRNA6,Homo sapiens,8,DPRX,42771821,42771830
CHRNA6,Homo sapiens,8,PGR,42771860,42771869
CHRNA6,Homo sapiens,8,MZF1,42771868,42771876
CHRNA6,Homo sapiens,8,PRRX2,42771895,42771902
CHRNA6,Homo sapiens,8,OTX1,42771896,42771902
CHRNA6,Homo sapiens,8,PRRX1,42771896,42771902
CHRNA6,Homo sapiens,8,PRRX2,42771896,42771903
CHRNA6,Homo sapiens,8,DPRX,42771896,42771905
CHRNA6,Homo sapiens,8,OTX1,42771899,42771905
CHRNA6,Homo sapiens,8,MAFA,42771945,42771958
CHRNA6,Homo sapiens,8,PRRX1,42771958,42771964
CHRNA6,Homo sapiens,8,OTX1,42771966,42771972
CHRNA6,Homo sapiens,8,OTX1,42771998,42772004
CHRNA6,Homo sapiens,8,OTX1,42772012,42772018
CHRNA6,Homo sapiens,8,OTX2,42772012,42772019
CHRNA6,Homo sapiens,8,PGR,42772028,42772037
CHRNA6,Homo sapiens,8,PGR,42772036,42772045
CHRNA6,Homo sapiens,8,PRDM1,42772063,42772070
CHRNA6,Homo sapiens,8,MZF1,42772075,42772083
CHRNA6,Homo sapiens,8,MZF1,42772091,42772099
CHRNA6,Homo sapiens,8,OTX2,42772093,42772100
CHRNA6,Homo sapiens,8,OTX1,42772094,42772100
CHRNA6,Homo sapiens,8,DPRX,42772094,42772103
CHRNA6,Homo sapiens,8,PGR,42772101,42772110
CHRNA6,Homo sapiens,8,PROX1,42772114,42772126
CHRNA6,Homo sapiens,8,OTX1,42772144,42772150
CHRNA6,Homo sapiens,8,PRRX2,42772165,42772172
CHRNA6,Homo sapiens,8,PRRX1,42772166,42772172
CHRNA6,Homo sapiens,8,PRRX2,42772166,42772173
CHRNA6,Homo sapiens,8,PRRX2,42772172,42772179
CHRNA6,Homo sapiens,8,MZF1,42772201,42772209
CHRNA6,Homo sapiens,8,PRRX2,42772206,42772213
CHRNA6,Homo sapiens,8,PRRX1,42772207,42772213
CHRNA6,Homo sapiens,8,MZF1,42772221,42772229
CHRNA6,Homo sapiens,8,PRRX2,42772225,42772232
