Gene,Species,Chromosome,Enh_Prom,Type_Start,Type_End
DRD4,Homo sapiens,11,Enh,830829,831011
DRD4,Homo sapiens,11,Enh,831177,831359
DRD4,Homo sapiens,11,Enh,831502,831823
DRD4,Homo sapiens,11,Enh,831943,832148
DRD4,Homo sapiens,11,Prom,832575,832731
DRD4,Homo sapiens,11,Prom,832738,833067
DRD4,Homo sapiens,11,Enh,833072,833269
DRD4,Homo sapiens,11,Enh,833272,833614
DRD4,Homo sapiens,11,Enh,833681,833889
DRD4,Homo sapiens,11,Enh,833917,834170
DRD4,Homo sapiens,11,Enh,834481,834672
DRD4,Homo sapiens,11,Enh,834814,835164
DRD4,Homo sapiens,11,Enh,837256,837441
DRD4,Homo sapiens,11,Enh,837604,837918
DRD4,Homo sapiens,11,Enh,838489,838821
DRD4,Homo sapiens,11,Enh,838873,839035
DRD4,Homo sapiens,11,Enh,839416,839591
DRD4,Homo sapiens,11,Enh,839936,840240
DRD4,Homo sapiens,11,Enh,840411,840611
DRD4,Homo sapiens,11,Enh,841172,841483
DRD4,Homo sapiens,11,Enh,842014,842336
DRD4,Homo sapiens,11,Prom,842492,842653
DRD4,Homo sapiens,11,Prom,842710,842886
DRD4,Homo sapiens,11,Enh,843297,843458
DRD4,Homo sapiens,11,Enh,843492,843824
DRD4,Homo sapiens,11,Prom,843972,844194
DRD4,Homo sapiens,11,Prom,844239,844459
DRD4,Homo sapiens,11,Prom,844464,844728
DRD4,Homo sapiens,11,Enh,844732,845082
DRD4,Homo sapiens,11,Enh,845161,845357
DRD4,Homo sapiens,11,Enh,845975,846131
DRD4,Homo sapiens,11,Enh,846172,846408
DRD4,Homo sapiens,11,Enh,846849,847016
DRD4,Homo sapiens,11,Enh,848333,848658
DRD4,Homo sapiens,11,Prom,848762,848983
DRD4,Homo sapiens,11,Enh,849210,849381
DRD4,Homo sapiens,11,Enh,849623,849803
DRD4,Homo sapiens,11,Enh,849941,850183
DRD4,Homo sapiens,11,Enh,850496,850655
DRD4,Homo sapiens,11,Enh,850672,850971
DRD4,Homo sapiens,11,Enh,851288,851441
DRD4,Homo sapiens,11,Enh,851494,851723
DRD4,Homo sapiens,11,Enh,854799,855117
DRD4,Homo sapiens,11,Enh,856162,856461
DRD4,Homo sapiens,11,Enh,856512,856711
DRD4,Homo sapiens,11,Enh,856765,857109
DRD4,Homo sapiens,11,Enh,857169,857449
DRD4,Homo sapiens,11,Enh,858694,858942
DRD4,Homo sapiens,11,Prom,859721,860070
DRD4,Homo sapiens,11,Enh,860293,860513
DRD4,Homo sapiens,11,Enh,862007,862329
DRD4,Homo sapiens,11,Enh,862344,862644
DRD4,Homo sapiens,11,Enh,863071,863344
DRD4,Homo sapiens,11,Enh,863587,863843
DRD4,Homo sapiens,11,Enh,867089,867409
DRD4,Homo sapiens,11,Enh,870028,870366
DRD4,Homo sapiens,11,Enh,873785,873989
DRD4,Homo sapiens,11,Enh,875944,876294
DRD4,Homo sapiens,11,Enh,876623,876896
DRD4,Homo sapiens,11,Enh,877680,877993
DRD4,Homo sapiens,11,Enh,880123,880329
DRD4,Homo sapiens,11,Enh,880533,880734
DRD4,Homo sapiens,11,Enh,882636,882922
DRD4,Homo sapiens,11,Enh,887488,887689
DRD4,Homo sapiens,11,Enh,888338,888679
DRD4,Homo sapiens,11,Enh,888952,889153
DRD4,Homo sapiens,11,Enh,889296,889579
DRD4,Homo sapiens,11,Enh,889718,890056
DRD4,Homo sapiens,11,Enh,890216,890545
DRD4,Homo sapiens,11,Enh,890890,891226
DRD4,Homo sapiens,11,Enh,891291,891507
DRD4,Homo sapiens,11,Enh,892184,892419
DRD4,Homo sapiens,11,Enh,894862,895111
DRD4,Homo sapiens,11,Enh,897408,897622
DRD4,Homo sapiens,11,Enh,897927,898113
DRD4,Homo sapiens,11,Enh,898125,898322
DRD4,Homo sapiens,11,Enh,898331,898614
DRD4,Homo sapiens,11,Enh,898644,898824
DRD4,Homo sapiens,11,Enh,904005,904180
DRD4,Homo sapiens,11,Enh,905954,906299
DRD4,Homo sapiens,11,Enh,907745,908092
DRD4,Homo sapiens,11,Enh,908271,908620
DRD4,Homo sapiens,11,Enh,910078,910279
DRD4,Homo sapiens,11,Enh,910399,910600
DRD4,Homo sapiens,11,Prom,910707,911054
DRD4,Homo sapiens,11,Prom,911325,911673
DRD4,Homo sapiens,11,Enh,911698,911893
DRD4,Homo sapiens,11,Enh,912315,912480
DRD4,Homo sapiens,11,Prom,914745,915091
DRD4,Homo sapiens,11,Enh,916881,917150
DRD4,Homo sapiens,11,Enh,922013,922318
DRD4,Homo sapiens,11,Enh,922897,923061
DRD4,Homo sapiens,11,Enh,924274,924619
DRD4,Homo sapiens,11,Enh,924687,925037
DRD4,Homo sapiens,11,Enh,925180,925504
DRD4,Homo sapiens,11,Prom,925637,925987
DRD4,Homo sapiens,11,Enh,926044,926223
DRD4,Homo sapiens,11,Enh,926556,926896
DRD4,Homo sapiens,11,Enh,927921,928269
DRD4,Homo sapiens,11,Enh,928813,929110
DRD4,Homo sapiens,11,Enh,932516,932853
DRD4,Homo sapiens,11,Enh,933302,933505
DRD4,Homo sapiens,11,Enh,934075,934315
DRD4,Homo sapiens,11,Enh,934576,934920
DRD4,Homo sapiens,11,Enh,936259,936554
DRD4,Homo sapiens,11,Enh,937786,938019
DRD4,Homo sapiens,11,Enh,940472,940816
DRD4,Homo sapiens,11,Enh,942329,942519
DRD4,Homo sapiens,11,Enh,942913,943154
DRD4,Homo sapiens,11,Enh,944771,945117
DRD4,Homo sapiens,11,Enh,945155,945484
DRD4,Homo sapiens,11,Enh,946081,946424
DRD4,Homo sapiens,11,Enh,947796,948081
DRD4,Homo sapiens,11,Enh,952385,952734
DRD4,Homo sapiens,11,Enh,952782,953046
DRD4,Homo sapiens,11,Enh,953527,953814
DRD4,Homo sapiens,11,Enh,954593,954894
DRD4,Homo sapiens,11,Enh,955071,955408
DRD4,Homo sapiens,11,Enh,955457,955772
DRD4,Homo sapiens,11,Enh,955785,955991
DRD4,Homo sapiens,11,Enh,957362,957573
DRD4,Homo sapiens,11,Enh,957616,957856
DRD4,Homo sapiens,11,Enh,958120,958463
DRD4,Homo sapiens,11,Enh,959698,959898
DRD4,Homo sapiens,11,Enh,966569,966899
DRD4,Homo sapiens,11,Enh,970363,970711
DRD4,Homo sapiens,11,Enh,970820,971057
DRD4,Homo sapiens,11,Enh,972584,972863
DRD4,Homo sapiens,11,Enh,973985,974158
DRD4,Homo sapiens,11,Enh,975847,976122
DRD4,Homo sapiens,11,Enh,976687,977036
DRD4,Homo sapiens,11,Enh,977784,978060
DRD4,Homo sapiens,11,Enh,980633,980973
DRD4,Homo sapiens,11,Enh,981605,981935
DRD4,Homo sapiens,11,Enh,984673,984898
DRD4,Homo sapiens,11,Enh,986633,986977
DRD4,Homo sapiens,11,Enh,989276,989477
DRD4,Homo sapiens,11,Enh,993274,993457
DRD4,Homo sapiens,11,Enh,995751,996101
DRD4,Homo sapiens,11,Enh,996173,996339
DRD4,Homo sapiens,11,Enh,996729,997036
DRD4,Homo sapiens,11,Enh,999502,999832
DRD4,Homo sapiens,11,Enh,1001204,1001399
DRD4,Homo sapiens,11,Enh,1002608,1002793
DRD4,Homo sapiens,11,Enh,1005990,1006339
DRD4,Homo sapiens,11,Enh,1006736,1007083
DRD4,Homo sapiens,11,Enh,1007930,1008221
DRD4,Homo sapiens,11,Enh,1008567,1008768
DRD4,Homo sapiens,11,Enh,1009038,1009284
DRD4,Homo sapiens,11,Enh,1009862,1010177
DRD4,Homo sapiens,11,Enh,1011014,1011335
DRD4,Homo sapiens,11,Enh,1011403,1011606
DRD4,Homo sapiens,11,Enh,1014260,1014596
DRD4,Homo sapiens,11,Enh,1021067,1021257
DRD4,Homo sapiens,11,Enh,1034073,1034423
DRD4,Homo sapiens,11,Prom,1036600,1036898
DRD4,Homo sapiens,11,Enh,1039441,1039686
DRD4,Homo sapiens,11,Enh,1040100,1040445
DRD4,Homo sapiens,11,Enh,1040452,1040719
DRD4,Homo sapiens,11,Enh,1041273,1041526
DRD4,Homo sapiens,11,Enh,1041667,1041927
DRD4,Homo sapiens,11,Enh,1041984,1042334
DRD4,Homo sapiens,11,Enh,1044161,1044434
DRD4,Homo sapiens,11,Enh,1044460,1044623
DRD4,Homo sapiens,11,Enh,1048875,1049030
DRD4,Homo sapiens,11,Enh,1051121,1051422
DRD4,Homo sapiens,11,Enh,1053168,1053478
DRD4,Homo sapiens,11,Enh,1054036,1054287
DRD4,Homo sapiens,11,Enh,1054313,1054662
DRD4,Homo sapiens,11,Enh,1054771,1055102
DRD4,Homo sapiens,11,Enh,1060464,1060707
DRD4,Homo sapiens,11,Enh,1060868,1061217
DRD4,Homo sapiens,11,Enh,1061282,1061484
DRD4,Homo sapiens,11,Enh,1061544,1061730
DRD4,Homo sapiens,11,Enh,1072201,1072525
DRD4,Homo sapiens,11,Enh,1073355,1073660
DRD4,Homo sapiens,11,Enh,1073902,1074150
DRD4,Homo sapiens,11,Enh,1074446,1074614
DRD4,Homo sapiens,11,Enh,1074652,1074826
DRD4,Homo sapiens,11,Enh,1078172,1078474
DRD4,Homo sapiens,11,Enh,1083527,1083839
DRD4,Homo sapiens,11,Enh,1083867,1084201
DRD4,Homo sapiens,11,Enh,1114761,1115108
DRD4,Homo sapiens,11,Enh,1119170,1119518
DRD4,Homo sapiens,11,Enh,1121384,1121579
DRD4,Homo sapiens,11,Enh,1126975,1127232
DRD4,Homo sapiens,11,Enh,1130722,1131066
DRD4,Homo sapiens,11,Enh,1139450,1139794
DRD4,Homo sapiens,11,Enh,1150924,1151273
DRD4,Homo sapiens,11,Enh,1151442,1151631
DRD4,Homo sapiens,11,Enh,1151661,1152004
DRD4,Homo sapiens,11,Enh,1152019,1152211
DRD4,Homo sapiens,11,Enh,1152375,1152725
DRD4,Homo sapiens,11,Enh,1152734,1152906
DRD4,Homo sapiens,11,Enh,1153315,1153638
DRD4,Homo sapiens,11,Enh,1153702,1153901
DRD4,Homo sapiens,11,Enh,1153937,1154284
DRD4,Homo sapiens,11,Enh,1154333,1154539
DRD4,Homo sapiens,11,Enh,1155320,1155629
DRD4,Homo sapiens,11,Enh,1156534,1156795
DRD4,Homo sapiens,11,Prom,1157842,1158000
DRD4,Homo sapiens,11,Enh,1163776,1164120
DRD4,Homo sapiens,11,Enh,1193257,1193484
DRD4,Homo sapiens,11,Enh,1193489,1193707
DRD4,Homo sapiens,11,Enh,1203006,1203350
DRD4,Homo sapiens,11,Enh,1203709,1204054
DRD4,Homo sapiens,11,Enh,1207586,1207854
DRD4,Homo sapiens,11,Enh,1219856,1220083
DRD4,Homo sapiens,11,Enh,1220136,1220314
DRD4,Homo sapiens,11,Enh,1220936,1221266
DRD4,Homo sapiens,11,Prom,1222808,1223024
DRD4,Homo sapiens,11,Prom,1223048,1223233
DRD4,Homo sapiens,11,Enh,1223729,1223881
DRD4,Homo sapiens,11,Enh,1224419,1224767
DRD4,Homo sapiens,11,Enh,1225080,1225427
DRD4,Homo sapiens,11,Enh,1229642,1229969
DRD4,Homo sapiens,11,Enh,1230871,1231156
DRD4,Homo sapiens,11,Enh,1232962,1233267
DRD4,Homo sapiens,11,Enh,1236495,1236792
DRD4,Homo sapiens,11,Enh,1260057,1260399
DRD4,Homo sapiens,11,Enh,1261895,1262082
DRD4,Homo sapiens,11,Enh,1262584,1262932
DRD4,Homo sapiens,11,Enh,1263037,1263286
DRD4,Homo sapiens,11,Enh,1263698,1263869
DRD4,Homo sapiens,11,Enh,1264477,1264825
DRD4,Homo sapiens,11,Enh,1267775,1267971
DRD4,Homo sapiens,11,Enh,1271038,1271382
DRD4,Homo sapiens,11,Enh,1271396,1271637
DRD4,Homo sapiens,11,Enh,1275926,1276263
DRD4,Homo sapiens,11,Enh,1277979,1278326
DRD4,Homo sapiens,11,Enh,1281661,1281900
DRD4,Homo sapiens,11,Enh,1281971,1282313
DRD4,Homo sapiens,11,Enh,1293689,1294000
DRD4,Homo sapiens,11,Enh,1297669,1297879
DRD4,Homo sapiens,11,Enh,1297969,1298318
DRD4,Homo sapiens,11,Enh,1298737,1298964
DRD4,Homo sapiens,11,Enh,1298976,1299153
DRD4,Homo sapiens,11,Enh,1299168,1299513
DRD4,Homo sapiens,11,Enh,1300506,1300772
DRD4,Homo sapiens,11,Enh,1300800,1300975
DRD4,Homo sapiens,11,Enh,1302081,1302281
DRD4,Homo sapiens,11,Prom,1302664,1302822
DRD4,Homo sapiens,11,Enh,1302926,1303114
DRD4,Homo sapiens,11,Enh,1303157,1303397
DRD4,Homo sapiens,11,Enh,1303476,1303787
DRD4,Homo sapiens,11,Enh,1303960,1304243
DRD4,Homo sapiens,11,Enh,1304395,1304742
DRD4,Homo sapiens,11,Enh,1305192,1305458
DRD4,Homo sapiens,11,Enh,1305532,1305869
DRD4,Homo sapiens,11,Enh,1306999,1307236
DRD4,Homo sapiens,11,Enh,1307289,1307636
DRD4,Homo sapiens,11,Enh,1307639,1307825
DRD4,Homo sapiens,11,Enh,1308219,1308371
DRD4,Homo sapiens,11,Enh,1308393,1308734
DRD4,Homo sapiens,11,Enh,1308821,1309110
DRD4,Homo sapiens,11,Enh,1309150,1309470
DRD4,Homo sapiens,11,Prom,1309530,1309880
DRD4,Homo sapiens,11,Enh,1309911,1310069
DRD4,Homo sapiens,11,Enh,1310248,1310428
DRD4,Homo sapiens,11,Enh,1310490,1310649
DRD4,Homo sapiens,11,Enh,1310800,1310997
DRD4,Homo sapiens,11,Enh,1311073,1311413
DRD4,Homo sapiens,11,Enh,1311605,1311913
DRD4,Homo sapiens,11,Enh,1317354,1317555
DRD4,Homo sapiens,11,Enh,1317571,1317796
DRD4,Homo sapiens,11,Enh,1318083,1318301
DRD4,Homo sapiens,11,Enh,1326228,1326527
DRD4,Homo sapiens,11,Enh,1326698,1327036
DRD4,Homo sapiens,11,Enh,1327184,1327530
DRD4,Homo sapiens,11,Enh,1335826,1336174
DRD4,Homo sapiens,11,Enh,1336420,1336769
DRD4,Homo sapiens,11,Enh,1336851,1337195
DRD4,Homo sapiens,11,Enh,1337261,1337535
DRD4,Homo sapiens,11,Enh,1348609,1348764
DRD4,Homo sapiens,11,Enh,1349027,1349354
DRD4,Homo sapiens,11,Enh,1349642,1349955
DRD4,Homo sapiens,11,Enh,1351399,1351582
DRD4,Homo sapiens,11,Enh,1351647,1351973
DRD4,Homo sapiens,11,Enh,1353836,1354151
DRD4,Homo sapiens,11,Enh,1382450,1382724
DRD4,Homo sapiens,11,Enh,1382968,1383186
DRD4,Homo sapiens,11,Enh,1383228,1383556
DRD4,Homo sapiens,11,Enh,1384647,1384940
DRD4,Homo sapiens,11,Enh,1387536,1387823
DRD4,Homo sapiens,11,Enh,1387953,1388303
DRD4,Homo sapiens,11,Enh,1388735,1388969
DRD4,Homo sapiens,11,Enh,1389202,1389543
DRD4,Homo sapiens,11,Prom,1389578,1389928
DRD4,Homo sapiens,11,Prom,1390238,1390401
DRD4,Homo sapiens,11,Enh,1390658,1391002
DRD4,Homo sapiens,11,Enh,1391227,1391514
DRD4,Homo sapiens,11,Enh,1391538,1391868
DRD4,Homo sapiens,11,Enh,1392065,1392388
DRD4,Homo sapiens,11,Enh,1395777,1396002
DRD4,Homo sapiens,11,Enh,1396948,1397122
DRD4,Homo sapiens,11,Enh,1397165,1397514
DRD4,Homo sapiens,11,Enh,1399967,1400228
DRD4,Homo sapiens,11,Enh,1400463,1400658
DRD4,Homo sapiens,11,Enh,1401622,1401972
DRD4,Homo sapiens,11,Enh,1402409,1402624
DRD4,Homo sapiens,11,Enh,1402798,1403082
DRD4,Homo sapiens,11,Enh,1404700,1404894
DRD4,Homo sapiens,11,Enh,1406581,1406883
DRD4,Homo sapiens,11,Enh,1409213,1409504
DRD4,Homo sapiens,11,Enh,1409669,1409832
DRD4,Homo sapiens,11,Prom,1410904,1411242
DRD4,Homo sapiens,11,Enh,1411468,1411694
DRD4,Homo sapiens,11,Enh,1412487,1412659
DRD4,Homo sapiens,11,Enh,1413900,1414090
DRD4,Homo sapiens,11,Enh,1423482,1423703
DRD4,Homo sapiens,11,Enh,1435756,1436086
DRD4,Homo sapiens,11,Enh,1436126,1436467
DRD4,Homo sapiens,11,Enh,1436494,1436703
DRD4,Homo sapiens,11,Enh,1436799,1436983
DRD4,Homo sapiens,11,Enh,1437601,1437941
DRD4,Homo sapiens,11,Enh,1438590,1438922
DRD4,Homo sapiens,11,Enh,1442221,1442564
DRD4,Homo sapiens,11,Enh,1448412,1448762
DRD4,Homo sapiens,11,Enh,1448953,1449110
DRD4,Homo sapiens,11,Enh,1451644,1451856
DRD4,Homo sapiens,11,Enh,1453673,1453881
DRD4,Homo sapiens,11,Enh,1456352,1456537
DRD4,Homo sapiens,11,Enh,1456569,1456772
DRD4,Homo sapiens,11,Enh,1458410,1458594
DRD4,Homo sapiens,11,Enh,1458895,1459245
DRD4,Homo sapiens,11,Enh,1459898,1460125
DRD4,Homo sapiens,11,Enh,1460428,1460630
DRD4,Homo sapiens,11,Enh,1460968,1461233
DRD4,Homo sapiens,11,Enh,1461239,1461416
DRD4,Homo sapiens,11,Enh,1461841,1462008
DRD4,Homo sapiens,11,Enh,1462411,1462757
DRD4,Homo sapiens,11,Enh,1464061,1464256
DRD4,Homo sapiens,11,Enh,1467312,1467615
DRD4,Homo sapiens,11,Enh,1468510,1468727
DRD4,Homo sapiens,11,Enh,1477796,1477953
DRD4,Homo sapiens,11,Enh,1478553,1478901
DRD4,Homo sapiens,11,Enh,1479150,1479303
DRD4,Homo sapiens,11,Enh,1481568,1481780
DRD4,Homo sapiens,11,Enh,1482824,1483161
DRD4,Homo sapiens,11,Enh,1486088,1486285
DRD4,Homo sapiens,11,Enh,1486285,1486634
DRD4,Homo sapiens,11,Prom,1486653,1486847
DRD4,Homo sapiens,11,Enh,1496095,1496400
DRD4,Homo sapiens,11,Enh,1496515,1496713
DRD4,Homo sapiens,11,Enh,1497495,1497748
DRD4,Homo sapiens,11,Enh,1497984,1498333
DRD4,Homo sapiens,11,Enh,1499403,1499604
DRD4,Homo sapiens,11,Enh,1501456,1501800
DRD4,Homo sapiens,11,Enh,1501881,1502090
DRD4,Homo sapiens,11,Enh,1506216,1506471
DRD4,Homo sapiens,11,Enh,1509650,1509975
DRD4,Homo sapiens,11,Enh,1512970,1513170
DRD4,Homo sapiens,11,Enh,1515508,1515850
DRD4,Homo sapiens,11,Enh,1516309,1516654
DRD4,Homo sapiens,11,Enh,1519367,1519627
DRD4,Homo sapiens,11,Enh,1519656,1519930
DRD4,Homo sapiens,11,Enh,1520282,1520574
DRD4,Homo sapiens,11,Enh,1520582,1520871
DRD4,Homo sapiens,11,Enh,1520943,1521272
DRD4,Homo sapiens,11,Enh,1521487,1521640
DRD4,Homo sapiens,11,Enh,1521825,1522174
DRD4,Homo sapiens,11,Enh,1523180,1523366
DRD4,Homo sapiens,11,Enh,1523470,1523666
DRD4,Homo sapiens,11,Enh,1523834,1524182
DRD4,Homo sapiens,11,Enh,1529831,1530084
DRD4,Homo sapiens,11,Enh,1530798,1530992
DRD4,Homo sapiens,11,Enh,1531523,1531798
DRD4,Homo sapiens,11,Enh,1532028,1532376
DRD4,Homo sapiens,11,Enh,1532722,1532884
DRD4,Homo sapiens,11,Enh,1532956,1533306
DRD4,Homo sapiens,11,Enh,1536189,1536393
DRD4,Homo sapiens,11,Enh,1541132,1541300
DRD4,Homo sapiens,11,Enh,1541507,1541849
DRD4,Homo sapiens,11,Enh,1541902,1542102
DRD4,Homo sapiens,11,Enh,1546097,1546400
DRD4,Homo sapiens,11,Enh,1546491,1546692
DRD4,Homo sapiens,11,Enh,1546719,1546985
DRD4,Homo sapiens,11,Enh,1546991,1547223
DRD4,Homo sapiens,11,Enh,1547295,1547491
DRD4,Homo sapiens,11,Enh,1547521,1547727
DRD4,Homo sapiens,11,Enh,1547857,1548056
DRD4,Homo sapiens,11,Enh,1548339,1548632
DRD4,Homo sapiens,11,Enh,1548883,1549231
DRD4,Homo sapiens,11,Enh,1549384,1549732
DRD4,Homo sapiens,11,Enh,1553944,1554182
DRD4,Homo sapiens,11,Enh,1554253,1554591
DRD4,Homo sapiens,11,Enh,1555297,1555549
DRD4,Homo sapiens,11,Enh,1556058,1556264
DRD4,Homo sapiens,11,Enh,1558039,1558247
DRD4,Homo sapiens,11,Enh,1558316,1558663
DRD4,Homo sapiens,11,Enh,1558821,1559040
DRD4,Homo sapiens,11,Enh,1559162,1559403
DRD4,Homo sapiens,11,Enh,1559405,1559728
DRD4,Homo sapiens,11,Enh,1559793,1559954
DRD4,Homo sapiens,11,Enh,1560001,1560167
DRD4,Homo sapiens,11,Enh,1561229,1561574
DRD4,Homo sapiens,11,Enh,1561842,1562163
DRD4,Homo sapiens,11,Enh,1563997,1564321
DRD4,Homo sapiens,11,Enh,1564520,1564868
DRD4,Homo sapiens,11,Enh,1564919,1565132
DRD4,Homo sapiens,11,Enh,1566411,1566583
DRD4,Homo sapiens,11,Enh,1567411,1567711
DRD4,Homo sapiens,11,Enh,1568369,1568718
DRD4,Homo sapiens,11,Enh,1569130,1569473
DRD4,Homo sapiens,11,Enh,1569584,1569808
DRD4,Homo sapiens,11,Enh,1569863,1570021
DRD4,Homo sapiens,11,Enh,1570195,1570463
DRD4,Homo sapiens,11,Enh,1570514,1570768
DRD4,Homo sapiens,11,Enh,1570913,1571111
DRD4,Homo sapiens,11,Enh,1571187,1571453
DRD4,Homo sapiens,11,Enh,1571458,1571676
DRD4,Homo sapiens,11,Enh,1572175,1572525
DRD4,Homo sapiens,11,Prom,1572646,1572846
DRD4,Homo sapiens,11,Enh,1572877,1573213
DRD4,Homo sapiens,11,Enh,1573381,1573728
DRD4,Homo sapiens,11,Enh,1573766,1573940
DRD4,Homo sapiens,11,Enh,1573951,1574295
DRD4,Homo sapiens,11,Enh,1574304,1574540
DRD4,Homo sapiens,11,Enh,1574690,1574958
DRD4,Homo sapiens,11,Enh,1588724,1588933
DRD4,Homo sapiens,11,Enh,1589264,1589598
DRD4,Homo sapiens,11,Enh,1596506,1596812
DRD4,Homo sapiens,11,Enh,1605932,1606282
CHRNA6,Homo sapiens,8,Enh,41754324,41754645
CHRNA6,Homo sapiens,8,Enh,41754726,41754961
CHRNA6,Homo sapiens,8,Enh,41755027,41755308
CHRNA6,Homo sapiens,8,Enh,41755348,41755693
CHRNA6,Homo sapiens,8,Enh,41756610,41756864
CHRNA6,Homo sapiens,8,Enh,41756934,41757135
CHRNA6,Homo sapiens,8,Enh,41766426,41766754
CHRNA6,Homo sapiens,8,Enh,41767072,41767257
CHRNA6,Homo sapiens,8,Enh,41767339,41767564
CHRNA6,Homo sapiens,8,Enh,41767812,41768155
CHRNA6,Homo sapiens,8,Enh,41768268,41768521
CHRNA6,Homo sapiens,8,Enh,41770547,41770889
CHRNA6,Homo sapiens,8,Enh,41770906,41771165
CHRNA6,Homo sapiens,8,Enh,41771321,41771562
CHRNA6,Homo sapiens,8,Enh,41772715,41773062
CHRNA6,Homo sapiens,8,Enh,41786468,41786720
CHRNA6,Homo sapiens,8,Enh,41787426,41787704
CHRNA6,Homo sapiens,8,Enh,41787934,41788249
CHRNA6,Homo sapiens,8,Enh,41790837,41791102
CHRNA6,Homo sapiens,8,Enh,41791740,41792059
CHRNA6,Homo sapiens,8,Enh,41792146,41792399
CHRNA6,Homo sapiens,8,Enh,41792405,41792750
CHRNA6,Homo sapiens,8,Enh,41792781,41792943
CHRNA6,Homo sapiens,8,Enh,41794162,41794456
CHRNA6,Homo sapiens,8,Enh,41796304,41796566
CHRNA6,Homo sapiens,8,Enh,41796702,41797026
CHRNA6,Homo sapiens,8,Enh,41797272,41797471
CHRNA6,Homo sapiens,8,Prom,41797500,41797845
CHRNA6,Homo sapiens,8,Enh,41797904,41798082
CHRNA6,Homo sapiens,8,Enh,41798131,41798479
CHRNA6,Homo sapiens,8,Enh,41798496,41798718
CHRNA6,Homo sapiens,8,Enh,41798911,41799071
CHRNA6,Homo sapiens,8,Enh,41799208,41799557
CHRNA6,Homo sapiens,8,Enh,41799670,41800016
CHRNA6,Homo sapiens,8,Enh,41810239,41810413
CHRNA6,Homo sapiens,8,Enh,41810457,41810609
CHRNA6,Homo sapiens,8,Enh,41812304,41812591
CHRNA6,Homo sapiens,8,Enh,41812795,41812992
CHRNA6,Homo sapiens,8,Enh,41813114,41813299
CHRNA6,Homo sapiens,8,Enh,41817647,41817997
CHRNA6,Homo sapiens,8,Enh,41818687,41819030
CHRNA6,Homo sapiens,8,Enh,41819216,41819445
CHRNA6,Homo sapiens,8,Enh,41819588,41819833
CHRNA6,Homo sapiens,8,Enh,41819850,41820090
CHRNA6,Homo sapiens,8,Enh,41822669,41823019
CHRNA6,Homo sapiens,8,Enh,41823028,41823377
CHRNA6,Homo sapiens,8,Enh,41823449,41823779
CHRNA6,Homo sapiens,8,Enh,41824530,41824757
CHRNA6,Homo sapiens,8,Enh,41824984,41825134
CHRNA6,Homo sapiens,8,Enh,41827840,41828009
CHRNA6,Homo sapiens,8,Enh,41828232,41828386
CHRNA6,Homo sapiens,8,Enh,41828398,41828746
CHRNA6,Homo sapiens,8,Enh,41828779,41829096
CHRNA6,Homo sapiens,8,Enh,41830615,41830964
CHRNA6,Homo sapiens,8,Enh,41833364,41833593
CHRNA6,Homo sapiens,8,Enh,41834741,41835075
CHRNA6,Homo sapiens,8,Enh,41835817,41836122
CHRNA6,Homo sapiens,8,Enh,41836174,41836513
CHRNA6,Homo sapiens,8,Enh,41852373,41852529
CHRNA6,Homo sapiens,8,Enh,41860111,41860298
CHRNA6,Homo sapiens,8,Enh,41864339,41864689
CHRNA6,Homo sapiens,8,Enh,41880904,41881254
CHRNA6,Homo sapiens,8,Enh,41881977,41882327
CHRNA6,Homo sapiens,8,Enh,41895898,41896248
CHRNA6,Homo sapiens,8,Enh,41896319,41896520
CHRNA6,Homo sapiens,8,Prom,41896708,41896988
CHRNA6,Homo sapiens,8,Enh,41897029,41897234
CHRNA6,Homo sapiens,8,Enh,41897305,41897650
CHRNA6,Homo sapiens,8,Enh,41897880,41898081
CHRNA6,Homo sapiens,8,Enh,41898445,41898654
CHRNA6,Homo sapiens,8,Enh,41898824,41899174
CHRNA6,Homo sapiens,8,Enh,41909211,41909397
CHRNA6,Homo sapiens,8,Enh,41916060,41916382
CHRNA6,Homo sapiens,8,Enh,41916828,41917146
CHRNA6,Homo sapiens,8,Enh,41929511,41929858
CHRNA6,Homo sapiens,8,Enh,41930074,41930415
CHRNA6,Homo sapiens,8,Enh,41932164,41932499
CHRNA6,Homo sapiens,8,Enh,41933260,41933609
CHRNA6,Homo sapiens,8,Enh,41940861,41941196
CHRNA6,Homo sapiens,8,Enh,41944135,41944485
CHRNA6,Homo sapiens,8,Enh,41946675,41947005
CHRNA6,Homo sapiens,8,Enh,41948341,41948678
CHRNA6,Homo sapiens,8,Enh,41950292,41950642
CHRNA6,Homo sapiens,8,Enh,41956524,41956864
CHRNA6,Homo sapiens,8,Enh,41957079,41957429
CHRNA6,Homo sapiens,8,Enh,41957850,41958149
CHRNA6,Homo sapiens,8,Enh,41959339,41959686
CHRNA6,Homo sapiens,8,Enh,41962649,41962986
CHRNA6,Homo sapiens,8,Enh,41965562,41965777
CHRNA6,Homo sapiens,8,Enh,41970107,41970419
CHRNA6,Homo sapiens,8,Enh,41971528,41971873
CHRNA6,Homo sapiens,8,Enh,41975459,41975797
CHRNA6,Homo sapiens,8,Enh,41982953,41983191
CHRNA6,Homo sapiens,8,Enh,41983877,41984085
CHRNA6,Homo sapiens,8,Enh,41984107,41984338
CHRNA6,Homo sapiens,8,Enh,41987186,41987533
CHRNA6,Homo sapiens,8,Enh,41992075,41992279
